"ZCTA","B25024_1_total","B25024_2_1._detached","B25024_7_10_to_19","B25024_8_20_to_49","B25024_9_50_or_more","B25024_10_mobile_home","B25024_11_boat._rv._van._etc.","B11003_1_total","B11003_2_married.couple_family","B11003_3_with_own_children_of_the_householder_under_18_years","B11003_4_under_6_years_only","B11003_5_under_6_years_and_6_to_17_years","B11003_6_6_to_17_years_only","B11003_7_no_own_children_of_the_householder_under_18_years","B11003_8_other_family","B11003_9_male_householder._no_wife_present","B11003_10_with_own_children_of_the_householder_under_18_years","B11003_11_under_6_years_only","B11003_12_under_6_years_and_6_to_17_years","B11003_13_6_to_17_years_only","B11003_14_no_own_children_of_the_householder_under_18_years","B11003_15_female_householder._no_husband_present","B11003_16_with_own_children_of_the_householder_under_18_years","B11003_17_under_6_years_only","B11003_18_under_6_years_and_6_to_17_years","B11003_19_6_to_17_years_only","B11003_20_no_own_children_of_the_householder_under_18_years","B25075_1_total","B25075_2_less_than_.10.000","B25075_3_.10.000_to_.14.999","B25075_4_.15.000_to_.19.999","B25075_5_.20.000_to_.24.999","B25075_6_.25.000_to_.29.999","B25075_7_.30.000_to_.34.999","B25075_8_.35.000_to_.39.999","B25075_9_.40.000_to_.49.999","B25075_10_.50.000_to_.59.999","B25075_11_.60.000_to_.69.999","B25075_12_.70.000_to_.79.999","B25075_13_.80.000_to_.89.999","B25075_14_.90.000_to_.99.999","B25075_15_.100.000_to_.124.999","B25075_16_.125.000_to_.149.999","B25075_17_.150.000_to_.174.999","B25075_18_.175.000_to_.199.999","B25075_19_.200.000_to_.249.999","B25075_20_.250.000_to_.299.999","B25075_21_.300.000_to_.399.999","B25075_22_.400.000_to_.499.999","B25075_23_.500.000_to_.749.999","B25075_24_.750.000_to_.999.999","B25075_25_.1.000.000_to_.1.499.999","B25075_26_.1.500.000_to_.1.999.999","B25075_27_.2.000.000_or_more","B03002_1_total","B03002_2_not_hispanic_or_latino","B03002_3_white_alone","B03002_4_black_or_african_american_alone","B03002_5_american_indian_and_alaska_native_alone","B03002_6_asian_alone","B03002_7_native_hawaiian_and_other_pacific_islander_alone","B03002_8_some_other_race_alone","B03002_9_two_or_more_races","B03002_10_two_races_including_some_other_race","B03002_11_two_races_excluding_some_other_race._and_three_or_more_races","B03002_12_hispanic_or_latino","B03002_13_white_alone","B03002_14_black_or_african_american_alone","B03002_15_american_indian_and_alaska_native_alone","B03002_16_asian_alone","B03002_17_native_hawaiian_and_other_pacific_islander_alone","B03002_18_some_other_race_alone","B03002_19_two_or_more_races","B03002_20_two_races_including_some_other_race","B03002_21_two_races_excluding_some_other_race._and_three_or_more_races","B25056_1_total","B25056_2_with_cash_rent","B25056_3_less_than_.100","B25056_4_.100_to_.149","B25056_5_.150_to_.199","B25056_6_.200_to_.249","B25056_7_.250_to_.299","B25056_8_.300_to_.349","B25056_9_.350_to_.399","B25056_10_.400_to_.449","B25056_11_.450_to_.499","B25056_12_.500_to_.549","B25056_13_.550_to_.599","B25056_14_.600_to_.649","B25056_15_.650_to_.699","B25056_16_.700_to_.749","B25056_17_.750_to_.799","B25056_18_.800_to_.899","B25056_19_.900_to_.999","B25056_20_.1.000_to_.1.249","B25056_21_.1.250_to_.1.499","B25056_22_.1.500_to_.1.999","B25056_23_.2.000_to_.2.499","B25056_24_.2.500_to_.2.999","B25056_25_.3.000_to_.3.499","B25056_26_.3.500_or_more","B25056_27_no_cash_rent","STATE","COUNTY","CENSUSAREA","zcta_area","intersected_area","percent_intersected_area","NAME","LSAD","new_constructions","existing_constructions","total_single_family_households_since_2000","total_single_family_households","new_existing_constructions_ratio","share_single_family_new_constructions","area_type","brks","B25024_3_1._attached","B25024_4_2","B25024_5_3_or_4","B25024_6_5_to_9","AFFGEOID10","GEOID10","ALAND10","AWATER10"
"20783",13332,5519,2499,1311,1232,12,0,9052,4612,2225,605,565,1055,2387,4440,2173,1154,362,343,449,1019,2267,1245,289,323,633,1022,5418,40,6,12,30,14,11,49,113,88,197,40,120,52,116,248,275,340,1087,954,1287,205,65,0,8,20,41,46980,17879,3116,11947,49,2112,0,75,580,72,508,29101,4028,277,225,13,0,24043,515,303,212,7343,7277,6,11,0,0,0,0,9,23,21,14,0,35,0,0,28,253,1082,3024,1741,843,136,29,18,4,66,24,"033",482.691,14547634.7671438,14542399.4103602,0.999640123163156,"Prince George's","County",174,12575,44,5741,0.01,0.25,"Suburban","0.46",431,60,481,1787,"8600000US20783","20783",14565334,25155
"20783",13332,5519,2499,1311,1232,12,0,9052,4612,2225,605,565,1055,2387,4440,2173,1154,362,343,449,1019,2267,1245,289,323,633,1022,5418,40,6,12,30,14,11,49,113,88,197,40,120,52,116,248,275,340,1087,954,1287,205,65,0,8,20,41,46980,17879,3116,11947,49,2112,0,75,580,72,508,29101,4028,277,225,13,0,24043,515,303,212,7343,7277,6,11,0,0,0,0,9,23,21,14,0,35,0,0,28,253,1082,3024,1741,843,136,29,18,4,66,24,"031",491.254,14547634.7671438,5220.01231973642,0.000358822063056323,"Montgomery","County",174,12575,44,5741,0.01,0.25,"Suburban","0.46",431,60,481,1787,"8600000US20783","20783",14565334,25155
"20783",13332,5519,2499,1311,1232,12,0,9052,4612,2225,605,565,1055,2387,4440,2173,1154,362,343,449,1019,2267,1245,289,323,633,1022,5418,40,6,12,30,14,11,49,113,88,197,40,120,52,116,248,275,340,1087,954,1287,205,65,0,8,20,41,46980,17879,3116,11947,49,2112,0,75,580,72,508,29101,4028,277,225,13,0,24043,515,303,212,7343,7277,6,11,0,0,0,0,9,23,21,14,0,35,0,0,28,253,1082,3024,1741,843,136,29,18,4,66,11,"001",61.048,14547634.7671438,0.180481672286987,1.24062553931179e-08,"District of Columbia",NA,174,12575,44,5741,0.01,0.25,"Urban","0.46",431,60,481,1787,"8600000US20783","20783",14565334,25155
"20784",10343,6066,2089,167,174,43,0,6867,3800,1780,313,484,983,2020,3067,839,322,97,120,105,517,2228,924,249,203,472,1304,5949,79,12,3,14,63,44,31,37,85,69,42,37,82,233,246,811,667,1562,1154,519,103,33,0,0,0,23,30373,21340,2248,17315,55,749,11,60,902,13,889,9033,4106,302,27,0,0,4351,247,114,133,3761,3612,0,0,0,18,0,14,0,56,0,11,0,17,30,177,70,169,217,1537,882,343,71,0,0,0,149,24,"033",482.691,11012159.5845405,11012159.5845405,1,"Prince George's","County",498,9169,331,6276,0.05,0.66,"Suburban","0.91",504,168,117,1015,"8600000US20784","20784",11030335,1897
"20785",15024,4459,2733,312,712,11,0,8433,3763,1717,530,515,672,2046,4670,884,419,81,134,204,465,3786,2108,460,279,1369,1678,6558,52,26,22,24,25,12,25,0,27,111,92,71,161,507,449,706,598,1105,1110,1188,168,25,11,20,9,14,37061,32774,2241,29471,113,301,28,151,469,24,445,4287,2132,524,4,0,0,1422,205,138,67,7199,6973,14,24,40,21,9,75,20,40,98,31,31,17,52,84,49,206,680,2546,1316,1476,122,0,22,0,226,24,"033",482.691,25631917.3837118,25631917.3837118,1,"Prince George's","County",2113,11633,954,9102,0.18,0.45,"Suburban","0.46",5511,63,204,1019,"8600000US20785","20785",25601878,43907
"20812",102,99,0,0,0,0,0,82,72,40,10,7,23,32,10,3,3,0,2,1,0,7,1,0,0,1,6,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,20,0,0,334,333,297,14,0,14,0,0,8,0,8,1,1,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,2,0,24,"031",491.254,876482.654953003,876482.689589024,1.00000003951706,"Montgomery","County",7,94,7,100,0.07,1,"Suburban","1",1,2,0,0,"8600000US20812","20812",493979,371048
"20812",102,99,0,0,0,0,0,82,72,40,10,7,23,32,10,3,3,0,2,1,0,7,1,0,0,1,6,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,20,0,0,334,333,297,14,0,14,0,0,8,0,8,1,1,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,2,0,51,"059",390.969,876482.654953003,2.14576721191406e-06,2.44815707394588e-12,"Fairfax","County",7,94,7,100,0.07,1,"Suburban","1",1,2,0,0,"8600000US20812","20812",493979,371048
"20814",13861,5264,732,482,5553,19,0,6476,5473,2488,803,425,1260,2985,1003,318,99,5,0,94,219,685,299,57,33,209,386,6971,84,18,0,9,0,0,0,8,9,0,0,17,0,38,19,145,184,363,323,480,363,1906,1492,965,332,216,28828,25915,20713,1428,22,2988,10,42,712,11,701,2913,1990,219,23,15,58,243,365,77,288,5847,5783,22,50,0,106,0,10,0,66,0,0,0,12,12,35,22,32,30,266,971,1921,1165,511,364,188,64,24,"031",491.254,13206170.6888839,13206170.6888839,1,"Montgomery","County",1614,11185,462,5539,0.14,0.29,"Suburban","0.46",595,66,203,947,"8600000US20814","20814",13193941,52881
"20815",13771,6795,269,494,4970,15,51,7860,6921,3048,781,489,1778,3873,939,293,180,2,24,154,113,646,266,42,26,198,380,8336,30,0,0,0,0,0,10,1,10,2,7,3,0,34,0,17,2,54,154,529,370,1337,2012,2187,851,726,30269,27928,23666,1221,41,1954,3,153,890,23,867,2341,1963,22,5,62,0,117,172,90,82,4678,4582,0,8,37,0,0,24,0,0,0,0,28,15,0,0,41,30,69,270,565,1432,775,402,451,435,96,24,"031",491.254,14101992.6560829,14102936.473664,1.00006692795864,"Montgomery","County",859,12089,394,7161,0.07,0.46,"Suburban","0.46",663,0,236,278,"8600000US20815","20815",14068402,35093
"20815",13771,6795,269,494,4970,15,51,7860,6921,3048,781,489,1778,3873,939,293,180,2,24,154,113,646,266,42,26,198,380,8336,30,0,0,0,0,0,10,1,10,2,7,3,0,34,0,17,2,54,154,529,370,1337,2012,2187,851,726,30269,27928,23666,1221,41,1954,3,153,890,23,867,2341,1963,22,5,62,0,117,172,90,82,4678,4582,0,8,37,0,0,24,0,0,0,0,28,15,0,0,41,30,69,270,565,1432,775,402,451,435,96,11,"001",61.048,14101992.6560829,0.10390317440033,7.36797819530215e-09,"District of Columbia",NA,859,12089,394,7161,0.07,0.46,"Urban","0.46",663,0,236,278,"8600000US20815","20815",14068402,35093
"20816",6552,4748,288,278,900,0,0,4473,3786,1990,262,407,1321,1796,687,247,85,0,8,77,162,440,110,0,6,104,330,5104,54,0,0,10,0,0,0,11,0,0,0,0,20,0,0,0,0,36,90,247,152,722,1885,1420,309,148,16341,15442,13877,270,0,910,0,9,376,29,347,899,820,13,5,0,0,21,40,19,21,1059,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,21,64,50,356,116,149,145,102,32,24,"031",491.254,10625517.4215522,10619779.3284448,0.999459970476757,"Montgomery","County",233,5930,195,4733,0.04,0.84,"Suburban","0.91",209,22,16,91,"8600000US20816","20816",9049816,1479504
"20816",6552,4748,288,278,900,0,0,4473,3786,1990,262,407,1321,1796,687,247,85,0,8,77,162,440,110,0,6,104,330,5104,54,0,0,10,0,0,0,11,0,0,0,0,20,0,0,0,0,36,90,247,152,722,1885,1420,309,148,16341,15442,13877,270,0,910,0,9,376,29,347,899,820,13,5,0,0,21,40,19,21,1059,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,21,64,50,356,116,149,145,102,32,11,"001",61.048,10625517.4215522,5748.70338297635,0.000541028088788977,"District of Columbia",NA,233,5930,195,4733,0.04,0.84,"Urban","0.91",209,22,16,91,"8600000US20816","20816",9049816,1479504
"20816",6552,4748,288,278,900,0,0,4473,3786,1990,262,407,1321,1796,687,247,85,0,8,77,162,440,110,0,6,104,330,5104,54,0,0,10,0,0,0,11,0,0,0,0,20,0,0,0,0,36,90,247,152,722,1885,1420,309,148,16341,15442,13877,270,0,910,0,9,376,29,347,899,820,13,5,0,0,21,40,19,21,1059,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,21,64,50,356,116,149,145,102,32,51,"059",390.969,10625517.4215522,1.83582305908203e-05,1.72774932857232e-12,"Fairfax","County",233,5930,195,4733,0.04,0.84,"Suburban","0.91",209,22,16,91,"8600000US20816","20816",9049816,1479504
"20817",13932,11053,98,384,1356,17,0,10124,8983,4314,763,819,2732,4669,1141,290,103,0,0,103,187,851,458,56,31,371,393,10869,64,9,9,0,0,0,0,0,10,9,6,4,0,31,21,98,140,153,173,183,193,2896,3173,2354,656,687,36856,33495,25740,1209,20,4995,0,153,1378,16,1362,3361,3039,6,24,15,0,143,134,53,81,2293,2115,59,11,0,109,50,19,9,0,0,11,12,0,0,0,21,27,7,226,204,464,295,205,245,141,178,24,"031",491.254,36217630.3860575,36217630.3860575,1,"Montgomery","County",1292,11853,978,11281,0.11,0.76,"Suburban","0.91",815,40,53,116,"8600000US20817","20817",35973981,195398
"20818",773,618,0,44,26,0,0,454,391,179,55,21,103,212,63,19,12,0,0,12,7,44,12,0,0,12,32,672,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,0,11,31,143,263,120,18,48,1783,1700,1389,0,0,206,19,0,86,0,86,83,83,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,13,0,12,0,0,24,"031",491.254,3645859.43826887,3645859.56255531,1.00000003408975,"Montgomery","County",87,629,74,659,0.14,0.85,"Suburban","0.91",85,0,0,0,"8600000US20818","20818",2639801,1122941
"20818",773,618,0,44,26,0,0,454,391,179,55,21,103,212,63,19,12,0,0,12,7,44,12,0,0,12,32,672,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,0,11,31,143,263,120,18,48,1783,1700,1389,0,0,206,19,0,86,0,86,83,83,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,13,0,12,0,0,51,"059",390.969,3645859.43826887,0.421180285465829,1.1552290827367e-07,"Fairfax","County",87,629,74,659,0.14,0.85,"Suburban","0.91",85,0,0,0,"8600000US20818","20818",2639801,1122941
"20832",8932,5226,142,11,225,0,0,7244,5805,2627,520,568,1539,3178,1439,292,134,0,0,134,158,1147,418,24,10,384,729,7683,98,0,0,8,8,0,0,27,10,0,0,0,0,35,69,102,121,420,392,1353,2029,2689,208,98,16,0,26443,23780,15907,2939,117,3574,10,304,929,11,918,2663,1950,32,0,25,0,433,223,114,109,1060,1044,37,18,58,30,26,11,0,0,28,0,0,0,0,7,31,52,23,125,68,378,117,22,13,0,16,24,"031",491.254,26114576.2806139,26114576.2806139,1,"Montgomery","County",873,7870,669,7968,0.11,0.77,"Suburban","0.91",2862,8,62,396,"8600000US20832","20832",26074532,55398
"20833",2522,2315,0,0,0,0,0,2119,1862,754,133,88,533,1108,257,64,39,0,0,39,25,193,98,0,14,84,95,2342,23,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,2,57,261,630,865,337,93,50,8,7471,6879,5211,778,0,847,0,0,43,0,43,592,338,55,54,0,0,79,66,66,0,119,110,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,20,3,1,14,60,1,0,9,24,"031",491.254,52390690.5084374,47461298.3304338,0.905910914130636,"Montgomery","County",414,2047,414,2433,0.2,1,"Suburban","1",179,8,11,9,"8600000US20833","20833",50717315,1714127
"20837",2143,1822,0,0,0,11,0,1635,1359,722,162,118,442,637,276,25,12,0,0,12,13,251,120,0,0,120,131,1691,23,0,0,0,0,0,0,0,14,0,0,0,0,0,0,52,79,71,117,414,88,610,156,9,33,25,6262,5866,5079,433,28,263,0,0,63,0,63,396,383,0,0,0,0,13,0,0,0,329,315,0,0,0,0,0,0,0,14,34,0,0,12,0,0,13,11,0,25,40,40,111,15,0,0,14,24,"031",491.254,118529174.142168,118529159.75714,0.999999878637232,"Montgomery","County",263,1746,263,2009,0.15,1,"Suburban","1",269,0,41,0,"8600000US20837","20837",110285314,7937370
"20838",107,107,0,0,0,0,0,92,60,21,7,0,14,39,32,4,2,0,0,2,2,28,5,0,0,5,23,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,16,21,7,29,0,9,283,264,258,2,0,4,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,24,"031",491.254,7012613.16269064,7012613.16269064,1,"Montgomery","County",0,105,0,105,0,-1,"Suburban","-1",0,0,0,0,"8600000US20838","20838",6996666,21554
"20839",32,17,0,0,0,15,0,6,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,58,58,47,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"031",491.254,12748897.0177481,12748897.0177481,1,"Montgomery","County",0,17,0,17,0,-1,"Suburban","-1",0,0,0,0,"8600000US20839","20839",12689689,41061
"20841",3138,2534,0,48,70,3,0,2614,2344,1474,272,198,1004,870,270,82,54,0,0,54,28,188,71,0,29,42,117,2680,35,0,0,0,0,0,0,0,0,0,0,0,0,11,0,40,40,83,162,171,346,1482,219,78,4,9,11069,10051,3582,1913,0,4388,0,8,160,29,131,1018,467,27,68,0,0,283,173,124,49,276,229,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,14,0,51,22,77,53,0,47,24,"031",491.254,69665244.3398016,69665244.3398016,1,"Montgomery","County",2115,838,1995,2833,2.52,0.94,"Suburban","1",469,0,0,14,"8600000US20841","20841",67306695,2337391
"20842",743,696,0,0,0,0,0,463,383,69,5,6,58,314,80,16,0,0,0,0,16,64,6,0,0,6,58,582,10,0,7,0,0,0,0,0,0,0,0,0,0,10,12,5,7,33,39,56,64,137,114,69,19,0,1681,1664,1519,102,0,37,0,0,6,6,0,17,9,0,0,0,0,0,8,0,8,96,84,0,0,0,0,0,0,0,0,0,0,0,29,0,5,7,15,0,18,5,5,0,0,0,0,12,24,"031",491.254,144607550.591817,105801260.974307,0.731644098398098,"Montgomery","County",79,599,65,664,0.13,0.82,"Suburban","0.91",33,14,0,0,"8600000US20842","20842",138659219,6271342
"20850",19685,7004,2400,1412,2716,21,69,12394,9692,4375,1282,620,2473,5317,2702,662,241,84,10,147,421,2040,980,103,80,797,1060,11053,127,0,0,0,29,0,0,0,19,0,11,0,19,97,8,284,73,293,431,1466,1345,4208,1766,811,24,42,48303,43900,24881,5452,70,11500,0,283,1714,243,1471,4403,2783,175,33,112,11,1079,210,46,164,7749,7514,81,38,34,44,28,9,19,0,34,154,46,107,21,76,53,108,47,788,912,2343,1761,487,282,42,235,24,"031",491.254,36728390.1645798,36728390.1645798,1,"Montgomery","County",6582,12151,2863,11463,0.54,0.43,"Suburban","0.46",4806,44,327,886,"8600000US20850","20850",36498268,194607
"20851",5167,3374,847,91,363,0,0,3412,2369,1226,450,306,470,1143,1043,321,42,0,42,0,279,722,425,55,105,265,297,2864,0,0,0,8,0,4,0,0,17,0,0,20,0,0,7,34,51,123,477,1665,333,99,0,0,0,26,14972,9549,5332,1259,0,2287,0,52,619,142,477,5423,3301,8,6,0,0,1846,262,28,234,2027,1970,0,0,0,13,0,0,0,59,9,21,7,0,34,57,0,0,31,249,626,711,130,15,8,0,57,24,"031",491.254,6086656.01204705,6086656.01204705,1,"Montgomery","County",413,4478,11,3369,0.09,0.03,"Suburban","0.46",167,20,16,289,"8600000US20851","20851",6127195,2088
"20852",21356,5000,1878,802,9815,18,11,10795,8857,4019,1335,706,1978,4838,1938,536,286,113,11,162,250,1402,742,86,52,604,660,9281,62,0,0,0,0,18,0,16,0,0,12,0,0,62,49,140,192,533,466,1753,1476,2522,1241,602,100,37,46784,40260,26354,3125,93,8797,9,156,1726,83,1643,6524,4602,199,93,9,0,1330,291,234,57,11145,10750,9,19,56,28,0,20,56,0,41,196,17,84,69,56,31,35,70,701,1785,4369,1819,630,497,162,395,24,"031",491.254,21577225.4165254,21577225.4165254,1,"Montgomery","County",4200,16197,201,7112,0.26,0.05,"Suburban","0.46",2284,87,354,1107,"8600000US20852","20852",21573341,41315
"20853",10040,8431,320,117,424,9,0,7664,6231,2639,623,467,1549,3592,1433,580,127,67,32,28,453,853,349,77,21,251,504,8281,37,0,0,9,0,0,10,44,0,24,0,0,0,61,59,164,75,235,516,1905,2203,2388,372,134,7,38,30286,23494,15658,3502,27,3340,103,110,754,41,713,6792,3186,165,62,0,7,3076,296,111,185,1579,1490,8,0,15,60,18,75,0,42,74,99,14,15,31,81,27,43,0,189,197,269,196,26,11,0,89,24,"031",491.254,23738254.9755324,23738254.9755324,1,"Montgomery","County",272,9579,272,8688,0.03,1,"Suburban","1",402,14,78,245,"8600000US20853","20853",23423902,243714
"20854",17277,14523,0,16,185,11,11,14533,13142,5808,892,837,4079,7334,1391,381,157,0,8,149,224,1010,489,0,113,376,521,15348,91,29,0,10,0,17,10,0,11,10,0,35,0,42,15,50,18,70,39,144,243,3932,4781,3743,997,1061,49926,46428,32032,2144,24,10918,0,79,1231,27,1204,3498,3146,145,17,40,0,34,116,73,43,1355,1204,0,0,0,0,10,0,0,15,0,0,0,0,0,42,18,34,6,150,99,89,166,263,123,189,151,24,"031",491.254,94509865.763139,94509716.683898,0.999998422606574,"Montgomery","County",1168,15513,988,16461,0.08,0.85,"Suburban","0.91",2512,0,14,5,"8600000US20854","20854",87457161,7157204
"20854",17277,14523,0,16,185,11,11,14533,13142,5808,892,837,4079,7334,1391,381,157,0,8,149,224,1010,489,0,113,376,521,15348,91,29,0,10,0,17,10,0,11,10,0,35,0,42,15,50,18,70,39,144,243,3932,4781,3743,997,1061,49926,46428,32032,2144,24,10918,0,79,1231,27,1204,3498,3146,145,17,40,0,34,116,73,43,1355,1204,0,0,0,0,10,0,0,15,0,0,0,0,0,42,18,34,6,150,99,89,166,263,123,189,151,51,"059",390.969,94509865.763139,72.9399082245372,7.71770308163801e-07,"Fairfax","County",1168,15513,988,16461,0.08,0.85,"Suburban","0.91",2512,0,14,5,"8600000US20854","20854",87457161,7157204
"20855",4987,3657,183,20,32,9,0,3944,3345,1290,214,168,908,2055,599,165,59,9,44,6,106,434,225,6,44,175,209,4271,31,0,0,0,0,0,0,0,26,0,0,0,0,0,0,20,0,127,263,829,1096,1426,411,35,7,0,14871,13374,8252,1136,26,3330,0,58,572,1,571,1497,1233,81,11,0,0,73,99,34,65,680,680,58,20,25,0,0,0,0,0,0,0,0,0,0,0,10,0,34,35,127,254,80,37,0,0,0,24,"031",491.254,34561750.5600028,34561750.5600028,1,"Montgomery","County",253,4689,192,4697,0.05,0.76,"Suburban","0.91",1076,0,0,10,"8600000US20855","20855",34005810,573759
"20860",913,609,18,17,106,0,0,613,471,243,17,59,167,228,142,44,19,0,0,19,25,98,70,0,19,51,28,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,17,93,43,207,116,116,0,0,2741,2489,1552,597,0,276,0,0,64,9,55,252,210,26,0,0,0,0,16,16,0,250,250,12,17,0,0,0,0,17,0,19,0,0,0,0,0,0,33,0,17,15,55,34,17,14,0,0,24,"031",491.254,9907308.87969363,9907308.87969363,1,"Montgomery","County",336,560,336,738,0.6,1,"Suburban","1",146,17,0,0,"8600000US20860","20860",9856223,26973
"20861",615,585,0,0,0,0,0,455,436,155,0,0,155,281,19,19,3,0,0,3,16,0,0,0,0,0,0,563,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,63,221,111,77,39,0,1852,1716,1253,348,0,89,0,0,26,0,26,136,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"031",491.254,9899572.0799509,9882424.5575065,0.998267852155032,"Montgomery","County",141,422,141,563,0.33,1,"Suburban","1",30,0,0,0,"8600000US20861","20861",9943908,18520
"20862",116,116,0,0,0,0,0,73,73,18,0,7,11,55,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,41,32,8,0,0,268,236,215,21,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,24,"031",491.254,3066795.38869667,3060117.18760082,0.99782241713273,"Montgomery","County",11,105,11,116,0.1,1,"Suburban","1",0,0,0,0,"8600000US20862","20862",3041532,15389
"20866",4833,1909,321,70,30,0,0,3598,2720,1158,320,245,593,1562,878,151,63,18,0,45,88,727,453,11,66,376,274,3578,40,0,0,17,0,0,0,10,0,0,0,0,0,10,0,65,21,682,850,875,418,484,75,9,18,4,14582,12808,3685,6373,102,1834,0,234,580,11,569,1774,633,125,0,12,0,908,96,83,13,1074,1023,0,0,0,0,0,26,0,0,0,0,0,0,0,15,0,23,0,76,289,370,208,0,0,16,51,24,"031",491.254,18970552.5146591,18899859.6398902,0.996273546871431,"Montgomery","County",324,4328,324,4174,0.07,1,"Suburban","1",2402,0,0,101,"8600000US20866","20866",18308467,618521
"20866",4833,1909,321,70,30,0,0,3598,2720,1158,320,245,593,1562,878,151,63,18,0,45,88,727,453,11,66,376,274,3578,40,0,0,17,0,0,0,10,0,0,0,0,0,10,0,65,21,682,850,875,418,484,75,9,18,4,14582,12808,3685,6373,102,1834,0,234,580,11,569,1774,633,125,0,12,0,908,96,83,13,1074,1023,0,0,0,0,0,26,0,0,0,0,0,0,0,15,0,23,0,76,289,370,208,0,0,16,51,24,"033",482.691,18970552.5146591,8064.49782957882,0.00042510611239958,"Prince George's","County",324,4328,324,4174,0.07,1,"Suburban","1",2402,0,0,101,"8600000US20866","20866",18308467,618521
"20868",233,233,0,0,0,0,0,206,206,126,11,0,115,80,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,22,47,107,0,12,0,827,746,299,128,0,319,0,0,0,0,0,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"031",491.254,5203895.03634545,5203895.03634545,1,"Montgomery","County",35,198,35,233,0.18,1,"Suburban","1",0,0,0,0,"8600000US20868","20868",5193589,5002
"20871",5897,3119,175,126,23,0,0,4821,3971,2662,649,523,1490,1309,850,119,69,17,0,52,50,731,386,74,48,264,345,4893,42,9,0,0,0,0,13,0,0,0,0,0,0,15,39,109,22,293,237,1054,1340,1474,226,14,0,6,18388,15920,6881,3018,30,5249,0,33,709,113,596,2468,1157,148,90,37,0,581,455,163,292,787,749,0,0,0,0,0,0,0,0,0,11,0,0,0,8,0,30,0,49,96,147,290,104,0,14,38,24,"031",491.254,53356061.8743873,50702602.3669164,0.950268827678517,"Montgomery","County",4508,1172,4009,5108,3.85,0.89,"Suburban","0.91",2206,187,47,14,"8600000US20871","20871",53184241,138208
"20872",4567,3097,264,10,0,14,0,3468,2942,1393,271,257,865,1549,526,119,60,10,20,30,59,407,206,23,58,125,201,3788,60,0,9,0,0,5,6,14,0,0,0,7,0,61,14,73,140,227,406,1160,789,719,93,5,0,0,13248,11615,9312,1028,11,767,0,0,497,0,497,1633,1434,7,25,47,0,33,87,23,64,544,539,0,7,0,9,0,0,0,36,3,3,0,43,0,15,0,40,29,115,58,167,14,0,0,0,5,24,"031",491.254,54048798.5348558,54045586.4677548,0.99994057098052,"Montgomery","County",450,3868,423,4013,0.12,0.94,"Suburban","1",1103,5,39,35,"8600000US20872","20872",53903254,114209
